name,label1,label2,Postnum,Integral,Essence,Votenum,active,totaltimes,date1,date2
一鱼两吃,unknown,unknown,0,0,0,0,35,2,2018-12-13,2019-01-16
zhangqp2005,nero,identified doctor,148,3,0,1,1,6,2005-07-16,2007-07-08
piao_100000,others,practicing doctor,550,52,0,42,187,85,2004-12-05,2005-10-13
杨清志123,nero,practicing doctor,11,0,0,3,1,1,2017-01-03,2017-01-03
tatto,unknown,unknown,5,0,0,0,1,1,2005-01-06,2005-01-06
雪伴春风,others,practicing doctor,4,0,0,6,58,9,2018-12-11,2019-03-07
无尾鸢,nero,identified doctor,2,0,0,0,443,5,2017-11-29,2019-02-14
okcxl,others,specialist,1538,177,5,25,13,11,2002-07-15,2003-10-20
lgxszy,nero,practicing doctor,4,0,0,0,34,6,2018-01-11,2019-02-28
zhangronglei,nero,practicing doctor,0,0,0,1,34,9,2018-12-07,2019-01-09
LHY_66,unknown,unknown,23,2,0,0,1,3,2002-12-18,2002-12-18
tbklz12345,nero,practicing doctor,57,3,0,93,1,6,2016-03-04,2016-08-07
mayuhong,nero,practicing doctor,217,7,0,3,2470,24,2005-07-13,2012-08-13
xiaochaa,unknown,unknown,15,0,0,1,1,1,2016-04-20,2016-04-20
13598227078gzh,others,practicing doctor,124,6,0,76,276,66,2016-07-10,2017-04-11
tigtag,unknown,unknown,1536,183,9,32,735,31,2002-08-23,2005-04-29
xhskygirl,unknown,unknown,43,1,0,10,1559,8,2012-08-07,2017-04-17
wwwhhhlll,unknown,unknown,27,10,0,0,28,9,2005-07-26,2005-09-17
llb1979,unknown,unknown,534,20,0,22,20,5,2004-06-16,2004-08-02
zhuyi0628,nero,specialist,52,15,0,22,3,32,2016-12-11,2017-01-11
zxwzxwzxw,unknown,unknown,16,4,0,0,1,3,2003-11-21,2004-05-16
麦芽糖宇涵,unknown,unknown,0,0,0,0,1,1,2019-03-15,2019-03-15
coffee喵,nero,practicing doctor,53,2,0,22,706,26,2016-06-18,2018-05-25
yiyichina,others,practicing doctor,172,13,0,7,850,89,2004-12-25,2007-05-07
DyingInTheSun,unknown,unknown,24,4,0,1,1,13,2004-08-15,2005-12-20
freelifechen328,unknown,unknown,24,0,0,1,1,1,2009-07-11,2009-07-11
buyiguo,others,practicing doctor,9,0,0,0,1,1,2016-07-01,2016-07-01
萱闻,unknown,unknown,113,3,0,4,128,15,2004-02-18,2004-08-11
dxy_zpbn9cqe,unknown,unknown,2,0,0,1,1,1,2018-03-12,2018-03-12
lili9579,unknown,unknown,40,5,0,0,421,7,2004-03-25,2005-05-19
chxwmail,nero,specialist,51,27,0,3,313,29,2005-04-05,2006-02-13
aminoff,unknown,practicing doctor,53,4,0,6,1,11,2004-05-20,2005-04-07
songzhanhua,nero,identified doctor,33,1,0,2,1,1,2012-02-16,2012-02-16
王兰生618,nero,practicing doctor,22,0,0,5,1,7,2016-01-08,2017-02-16
chen5362,unknown,unknown,175,79,0,14,1,37,2003-11-30,2005-07-14
我可以回头吗,nero,practicing doctor,10,0,0,0,1,4,2016-01-07,2016-01-21
我是翅膀,nero,identified doctor,48,4,0,23,429,20,2015-12-18,2017-08-06
gaogaogao2016,unknown,unknown,37,12,0,47,87,31,2016-06-06,2016-09-24
yangysq,unknown,unknown,16,0,0,0,1,1,2013-05-08,2013-05-08
mingyuedangkong,unknown,unknown,71,1,0,0,177,11,2005-09-08,2014-02-05
qiyao,unknown,unknown,18,1,0,1,1,7,2005-04-15,2007-05-04
李开心呀呀,unknown,medical student,10,0,0,12,1,1,2018-12-06,2018-12-06
hunter99,nero,practicing doctor,176,14,0,2,130,54,2004-08-12,2005-06-01
激情医生,nero,practicing doctor,120,13,0,28,1080,15,2011-11-14,2017-11-21
项羽197,others,practicing doctor,39,0,0,36,1,1,2014-09-16,2014-09-16
Ulya,unknown,medical student,227,7,0,814,13,30,2018-03-22,2018-06-27
luyis,nero,practicing doctor,186,10,0,3,364,29,2004-09-17,2005-11-17
yyw682623,others,practicing doctor,20,1,0,3,1,1,2019-01-03,2019-01-03
cotton1988,nero,practicing doctor,202,21,1,182,385,124,2015-08-18,2017-11-08
eric164,others,practicing doctor,467,54,0,14,76,3,2005-06-21,2005-09-04
liuwenke781103,nero,practicing doctor,35,2,0,0,178,17,2004-05-01,2006-01-17
席531055987,others,practicing doctor,7,0,0,1,1,1,2018-05-31,2018-05-31
ly720,unknown,unknown,0,0,0,0,1,1,2017-03-31,2017-03-31
zyjdhd,others,practicing doctor,255,13,1,230,16,22,2016-06-11,2016-06-26
庖丁2006,unknown,unknown,10,1,0,0,1,1,2006-12-18,2006-12-18
lai嘉敏,others,practicing doctor,590,1,0,164,674,10,2016-08-04,2018-06-08
tchlj,nero,identified doctor,408,56,0,187,104,30,2013-10-23,2018-01-19
kyzun300whl,unknown,unknown,2,0,0,1,1,1,2016-03-31,2016-03-31
安帅,others,practicing doctor,205,0,0,258,1,2,2015-08-23,2016-04-07
0731,nero,practicing doctor,456,24,0,55,1538,15,2011-06-16,2016-04-25
蛺蝶斋主,others,practicing doctor,12,0,0,27,1,7,2018-05-24,2019-03-28
nstronger,unknown,unknown,17,2,0,0,1,3,2003-03-23,2005-12-27
jbymy350,nero,practicing doctor,81,9,0,657,198,69,2017-10-16,2018-06-29
襄州名医,others,practicing doctor,0,2,0,156,1,1,2018-12-27,2018-12-27
临床三师兄,unknown,medical student,24,1,0,21,4,3,2017-11-12,2017-11-15
妖晶,unknown,identified doctor,47,2,0,17,1,6,2013-05-08,2016-12-12
元气肾上腺素,unknown,unknown,0,0,0,2,1,1,2019-01-18,2019-01-18
冰素兰,nero,practicing doctor,30,1,0,1,1223,2,2013-04-09,2016-08-13
yangbo1314,nero,practicing doctor,22,1,0,11,1,1,2018-12-18,2018-12-18
whz2861,unknown,unknown,35,0,0,0,1,5,2003-03-03,2003-03-19
碧水东流湘水悠悠,unknown,unknown,0,0,0,0,1,5,2018-04-26,2018-07-08
我心飞翔521,nero,practicing doctor,8,0,0,3,1,4,2015-10-06,2017-03-19
火枪手66,unknown,unknown,0,0,0,0,1,2,2009-07-09,2009-07-09
txf0476,unknown,unknown,31,12,0,1,12,10,2005-01-09,2005-02-04
chao_he,unknown,unknown,14149,513,36,1874,1103,17,2005-06-04,2008-06-10
fofo8210,others,practicing doctor,16,1,0,11,1,1,2008-03-18,2008-03-18
zhyg1990,others,practicing doctor,72,1,0,103,172,3,2016-03-14,2016-09-01
libo0217,nero,identified doctor,15,0,0,0,1,2,2012-07-24,2013-01-13
小刀子,nero,practicing doctor,49,5,0,2,1,4,2005-12-13,2006-02-11
伤心小箭,unknown,unknown,346,17,1,9,1,5,2004-07-17,2004-12-04
绍然,others,practicing doctor,13,0,0,13,1,3,2018-04-06,2018-06-29
无愧我心之求精,others,practicing doctor,19,0,0,6,1,1,2015-10-26,2015-10-26
micky1010,unknown,unknown,0,0,0,0,1,1,2005-09-04,2005-09-04
有恒,nero,practicing doctor,74,5,0,4,584,5,2006-11-06,2008-06-11
dyhua,others,practicing doctor,28,0,0,4,8,4,2015-02-24,2018-04-18
qtbxy7722,nero,practicing doctor,212,24,0,9,2092,25,2004-11-06,2014-09-26
ylp20130809,nero,practicing doctor,16,0,0,9,1,1,2018-06-05,2018-06-05
Dr_lc,others,practicing doctor,14,0,0,12,1,1,2016-03-08,2016-03-08
病历书写规范,nero,practicing doctor,155,0,0,54,1185,19,2015-04-14,2018-07-11
cai志凭,others,practicing doctor,0,0,0,98,4,9,2018-09-30,2018-12-15
吴江滨,others,practicing doctor,8,0,0,3,1,1,2011-06-02,2011-06-02
lvsebj,unknown,unknown,1,0,0,0,1,1,2015-08-14,2015-08-14
仁者见任,nero,practicing doctor,40,0,0,13,165,13,2016-01-24,2016-12-19
wangtin,nero,practicing doctor,63,15,0,4,396,8,2004-05-26,2015-01-07
cello_teddy,unknown,unknown,0,0,0,0,1,3,2016-10-05,2018-05-17
文同雨中,unknown,unknown,0,0,0,0,1,1,2018-12-07,2018-12-07
linkxu,nero,practicing doctor,55,18,0,0,647,28,2004-11-09,2006-10-10
壁立千仞2015,others,practicing doctor,2,0,0,1,1,2,2017-12-14,2018-07-21
VIIShows,unknown,unknown,54,0,0,36,1,1,2017-06-20,2017-06-20
dxy_k5gfv0u2,unknown,unknown,0,0,0,0,1,2,2018-10-17,2018-10-17
小蜗牛kb,unknown,unknown,0,0,0,0,1,1,2018-11-28,2018-11-28
冰狐1-3,unknown,medical student,12,0,0,3,1,1,2018-12-13,2018-12-13
HART,unknown,unknown,20,0,0,1,1,2,2004-02-28,2004-02-29
koko黃,unknown,unknown,0,0,0,0,1,1,2019-01-24,2019-01-24
fuxingjiang,others,practicing doctor,30,0,0,67,1,2,2016-09-01,2016-09-05
陈强1986,nero,practicing doctor,7,0,0,1,1,4,2016-09-01,2016-12-20
泥鳅驾驭者,nero,practicing doctor,22,0,0,1,1,2,2010-11-14,2019-02-23
dyj95,others,practicing doctor,58,2,0,7,1,1,2009-07-09,2009-07-09
天使也哭泣,others,practicing doctor,50,1,0,5,1,2,2011-10-01,2015-10-28
63735523,nero,identified doctor,60,2,0,10,28,8,2015-01-25,2017-12-14
neurowang,unknown,unknown,0,0,0,0,49,4,2003-06-26,2003-08-13
xiexiaodian,nero,practicing doctor,72,28,0,2,22,24,2004-08-01,2006-08-19
Dinxytz,unknown,unknown,846,12,0,404,1,14,2018-06-17,2019-01-18
scnjlily,others,practicing doctor,338,1,0,989,301,12,2018-03-03,2018-12-28
悟空孙,unknown,unknown,0,0,0,0,1,1,2016-09-24,2016-09-24
Joelle,nero,practicing doctor,6,0,0,0,1,1,2004-10-14,2004-10-14
guxuelin2008,others,practicing doctor,276,33,0,36,522,5,2006-08-23,2008-01-26
君子兰,others,practicing doctor,22120,1471,23,1974,880,7,2003-02-22,2005-10-11
武林高手,unknown,unknown,142,19,0,0,158,13,2004-11-23,2005-08-23
L1a,unknown,unknown,31,8,0,0,16,23,2003-12-29,2004-07-10
shanshui7,unknown,unknown,37,5,0,1,1,11,2005-05-03,2005-08-18
小xyz,nero,practicing doctor,50,2,0,10,1,5,2016-06-11,2018-03-04
dxy_xs94bc59,unknown,unknown,3,0,0,0,1,1,2018-03-04,2018-03-04
ark,others,practicing doctor,88,42,0,7,1,1,2018-03-11,2018-03-11
yiri,others,specialist,59,12,0,1,19,5,2004-04-17,2005-03-13
iu医学路,unknown,medical student,0,0,0,1,1,1,2019-01-25,2019-01-25
zee89,unknown,unknown,65,7,0,1,2,21,2004-07-28,2004-09-27
ac贝贝,others,practicing doctor,254,6,0,29,1,8,2018-06-08,2018-07-05
曾志富,others,practicing doctor,4376,184,3,4824,1,1,2018-12-08,2018-12-08
lizhanzeng,others,practicing doctor,124,9,0,78,2366,12,2010-11-02,2017-04-24
purewpr,nero,practicing doctor,128,8,0,25,179,29,2005-03-31,2011-03-19
brainstorm777,nero,practicing doctor,22,2,0,5,57,12,2004-06-05,2019-03-05
深深海洋,unknown,unknown,74,7,0,7,1,6,2005-09-20,2018-12-25
panxd120,nero,practicing doctor,179,18,0,11,328,17,2005-01-12,2005-12-05
天天在线,unknown,unknown,98,11,0,9,157,19,2005-08-25,2006-02-08
liuyujie1987,nero,practicing doctor,29,0,0,41,476,7,2017-05-23,2018-09-10
lyly12000,unknown,practicing doctor,24,3,0,1,270,7,2005-06-05,2016-11-03
dxy_ursiwnp8,unknown,unknown,0,0,0,0,1,6,2018-06-08,2018-08-20
一个抹布向前,unknown,practicing doctor,116,1,0,457,208,2,2017-12-05,2018-06-30
grace2188,nero,practicing doctor,2,0,0,0,1,2,2015-03-04,2015-03-04
bluesky10114,nero,identified doctor,297,28,0,90,1902,47,2014-01-09,2019-04-07
taojuncmu,unknown,unknown,4,0,0,0,1,3,2004-04-27,2004-04-27
dainiao1990,unknown,unknown,0,0,0,0,1,1,2018-12-04,2018-12-04
dxy_71gyopkq,unknown,unknown,148,0,0,348,229,6,2017-12-01,2018-07-17
mrx678,others,practicing doctor,44,0,0,31,1,1,2016-06-14,2016-06-14
shang_di,unknown,practicing doctor,57,6,0,4,36,13,2004-06-24,2004-08-14
老牛,unknown,unknown,118,12,0,19,1,9,2002-10-29,2005-12-25
牙齿晒太阳666P,unknown,unknown,1,0,0,0,1,1,2018-02-02,2018-02-02
cdhchen002,nero,practicing doctor,36,0,0,5,164,14,2015-09-23,2017-01-03
haoyisheng1234,unknown,unknown,21,0,0,3,1,1,2012-02-03,2012-02-03
丁小松,unknown,unknown,29,1,0,21,12,12,2016-08-09,2016-09-02
王旦旦,nero,practicing doctor,0,0,0,0,1,1,2019-01-11,2019-01-11
zkhlf,others,identified doctor,124,9,0,34,1,1,2011-08-06,2011-08-06
rvlm,nero,practicing doctor,94,21,0,0,1,3,2006-07-30,2006-07-30
drxia17,others,practicing doctor,12,0,0,0,1,2,2011-06-16,2012-01-03
15807279358章,unknown,unknown,13,0,0,6,1,1,2017-12-11,2017-12-11
angelfish,unknown,unknown,1411,134,11,38,809,131,2003-05-07,2005-07-23
Sapphire_a,others,practicing doctor,305,4,0,1894,348,21,2017-12-29,2018-12-29
120999,others,practicing doctor,274,41,0,63,1,30,2005-12-18,2018-06-21
把梦做完,unknown,practicing doctor,385,22,0,8,2,19,2004-07-02,2005-11-12
煤气罐,nero,practicing doctor,121,10,0,7,119,27,2004-07-20,2005-12-08
zone2001dr,nero,specialist,479,70,2,74,191,13,2003-01-21,2004-02-26
bruce8848,nero,practicing doctor,75,7,0,18,1,3,2011-11-19,2012-06-04
64581470,nero,practicing doctor,60,0,0,1,1,1,2017-09-22,2017-09-22
夏夜听风,nero,practicing doctor,49,5,0,39,92,37,2016-04-10,2018-01-10
巧儿爸爸,unknown,unknown,0,0,0,1,1,1,2018-12-17,2018-12-17
ch000419,unknown,unknown,1,0,0,0,1,1,2016-09-05,2016-09-05
夹心饼干QAQ,unknown,unknown,2,0,0,1,1,1,2018-04-04,2018-04-04
ruiguangwang,others,practicing doctor,82,0,0,80,468,2,2016-08-31,2017-12-11
洛丽塔的沙漠,unknown,medical student,32,0,0,18,1,1,2016-05-07,2016-05-07
wanght,nero,identified doctor,218,30,0,6,774,64,2003-06-06,2007-01-06
xiaozhidc,nero,practicing doctor,337,28,0,10,131,159,2005-02-04,2005-09-04
clujyh430,unknown,medical student,57,1,0,8,1,1,2018-08-11,2018-08-11
ycm123,unknown,unknown,16,0,0,1,59,8,2006-05-18,2006-07-15
如果,unknown,unknown,1307,159,0,14,1,38,2003-06-03,2009-05-07
鹰飞玖月,nero,practicing doctor,171,12,0,68,1781,28,2012-07-13,2018-11-12
frankchen,unknown,unknown,174,15,0,3,477,79,2003-12-02,2006-12-30
12131,others,practicing doctor,16,1,0,6,1,1,2016-08-22,2016-08-22
doc丿柳叶刀,unknown,medical student,27,0,0,49,297,10,2017-05-29,2018-03-22
zhouzh200548,nero,practicing doctor,248,25,0,38,1,31,2005-06-05,2005-08-08
beechen,unknown,unknown,2,0,0,0,12,2,2005-11-10,2005-11-21
xy2zy,unknown,unknown,90,35,0,0,226,18,2005-10-13,2006-05-26
penmj120,nero,practicing doctor,102,8,0,2,250,22,2005-02-03,2016-08-31
内科医生闫兴达,nero,practicing doctor,142,0,0,239,72,16,2017-12-23,2018-06-23
肖月,others,practicing doctor,124,32,0,9,722,20,2003-07-27,2005-07-17
孤独患者恋歌,unknown,medical student,2,0,0,0,1,1,2017-08-31,2017-08-31
小雨姐姐,unknown,unknown,49,0,0,4,1,1,2011-04-28,2011-04-28
shaopaul,unknown,practicing doctor,6,0,0,2,1,1,2016-08-18,2016-08-18
saintljh,nero,specialist,55,10,0,6,1,6,2007-06-26,2015-09-24
张小婷888,unknown,unknown,5,0,0,1,1,3,2016-02-09,2016-02-09
大雨涛涛,unknown,unknown,1,0,0,2,1,1,2017-02-27,2017-02-27
zhiyaya,others,practicing doctor,354,6,0,8,1,10,2004-03-03,2004-12-29
baobaobeibei120,others,practicing doctor,4,0,0,0,13,2,2012-03-05,2012-03-17
茉茉莉莉,others,practicing doctor,23,1,0,7,1,1,2016-04-18,2016-04-18
车轮子888,others,specialist,389,12,0,184,1,22,2016-06-08,2019-01-30
t_scorpio,unknown,unknown,7,0,0,0,1,1,2013-04-22,2013-04-22
朵朵云烟,unknown,medical student,46,0,0,57,1,6,2013-10-06,2018-09-15
dxy_adtrpae5,unknown,unknown,0,0,0,0,1,1,2019-02-13,2019-02-13
andrewhe2003,unknown,unknown,151,17,0,5,423,18,2003-02-26,2004-12-18
hehongyin,unknown,unknown,5,3,0,1,7,3,2005-11-04,2005-11-10
daoshen,unknown,unknown,28,17,0,1,571,22,2004-07-19,2006-02-19
jianxin,nero,specialist,123,16,1,0,1,10,2002-08-17,2003-03-24
hejin123,others,practicing doctor,5,0,0,2,1,1,2017-02-20,2017-02-20
ywt51699468,unknown,unknown,187,7,0,0,1,24,2004-10-03,2006-06-03
甜味药丸儿,unknown,unknown,19,0,0,19,1,1,2017-02-27,2017-02-27
dxy_zqk23x33,unknown,unknown,0,0,0,80,1,1,2018-08-22,2018-08-22
我的雪糕化了,unknown,unknown,17,0,0,0,1,2,2006-12-02,2006-12-02
alford0901,others,identified doctor,124,16,0,87,494,55,2014-09-25,2018-09-16
wangzhishan,unknown,unknown,549,60,1,43,586,5,2006-10-20,2008-05-27
chjg_518,unknown,unknown,0,0,0,0,1742,3,2011-02-14,2015-11-21
勇勇勇,unknown,unknown,2,0,0,0,1,2,2007-05-17,2007-05-17
YANG陶儿,others,practicing doctor,3,0,0,9,1,1,2016-06-21,2016-06-21
2010010679,nero,practicing doctor,202,1,0,19,1,9,2011-04-21,2017-02-19
cnshcg,nero,identified doctor,69,1,0,18,2813,4,2011-06-01,2019-02-11
naowai2164,unknown,unknown,16,0,0,0,1,2,2004-11-04,2004-11-04
mahu9111,others,practicing doctor,70,15,0,54,1,1,2016-04-27,2016-04-27
zhaopeng7888,unknown,unknown,9,0,0,0,1,2,2003-07-07,2003-10-08
xu旋风小智,unknown,unknown,13,1,0,11,5,7,2016-08-28,2017-06-22
Doctortyp,unknown,medical student,2,0,0,0,1,1,2018-03-22,2018-03-22
zengyan1104,others,practicing doctor,202,49,0,140,21,3,2009-05-09,2009-07-05
Yzzzyxk,nero,practicing doctor,40,1,0,4,1,3,2016-01-16,2017-10-21
chg2007,unknown,unknown,117,1,0,12,1068,4,2009-08-06,2012-07-08
Markey,unknown,unknown,212,23,0,8,22,49,2004-02-14,2018-07-18
hbzhouguanen,unknown,unknown,22,0,0,2,1,4,2004-10-02,2004-10-02
风中的雨丝,unknown,unknown,4,0,0,0,1,1,2014-10-17,2014-10-17
hanye123789,unknown,unknown,0,0,0,0,1,16,2016-04-12,2018-03-06
z76y,nero,practicing doctor,151,9,0,22,1,30,2004-08-28,2017-03-11
zjphd,nero,specialist,318,23,0,89,1,14,2013-07-16,2018-02-27
燕林双夕双飞,unknown,medical student,26,0,0,19,1,2,2016-08-25,2016-08-25
南山鹤影,others,practicing doctor,425,7,0,372,17,3,2016-09-01,2016-09-17
tianfei_ln,nero,specialist,209,25,0,56,227,35,2004-01-01,2016-05-16
lilei1025,unknown,medical student,22,1,0,8,145,4,2016-04-06,2017-11-08
neurosdrq8891,nero,practicing doctor,38,0,0,2,1,2,2018-01-28,2018-05-06
洛克人123,unknown,medical student,220,10,0,323,61,2,2016-07-03,2016-09-01
lhylovecsy,unknown,unknown,128,14,0,7,1,8,2005-03-22,2005-07-28
Tianyue,unknown,unknown,4,2,0,0,1,4,2005-04-27,2005-06-14
木鱼鱼,nero,practicing doctor,3,0,0,1,1,3,2018-12-25,2019-03-03
chuhuaizhu,others,practicing doctor,38,1,0,35,1,1,2018-12-06,2018-12-06
zq8211102,others,practicing doctor,95,3,0,12,1,1,2010-08-31,2010-08-31
jillchen,nero,identified doctor,36,13,0,2,1,3,2018-02-02,2018-09-26
大道东行,others,practicing doctor,33,0,0,33,1,2,2017-07-25,2018-06-26
oyx77,others,specialist,1217,238,0,1138,4171,5,2007-01-05,2018-06-06
vincent789,others,practicing doctor,268,155,0,17,73,53,2005-09-18,2005-11-30
580123,others,specialist,7320,1664,0,20142,1,50,2015-12-13,2019-02-13
muzh,nero,specialist,99,27,1,7,1098,46,2002-11-27,2005-12-03
小鱼更疯狂,others,practicing doctor,8,0,0,379,1,1,2018-06-25,2018-06-25
山东小中医,unknown,unknown,0,0,0,0,1,2,2017-04-04,2017-11-06
li3612794,others,identified doctor,33,1,0,41,1,1,2018-06-07,2018-06-07
zhang_chunpeng,nero,practicing doctor,93,14,0,35,2395,24,2004-06-01,2017-06-25
wlc99,nero,specialist,295,36,1,13,125,112,2004-11-17,2005-12-21
longyan1989,unknown,unknown,19,1,0,13,1,4,2018-01-26,2018-07-16
剥离兹,nero,practicing doctor,17,1,0,13,1,2,2016-09-01,2016-09-14
外语沙龙,unknown,unknown,0,0,0,0,1,1,2013-10-13,2013-10-13
贝壳TPMG,unknown,unknown,1,0,0,11,1,1,2019-01-25,2019-01-25
害羞的产科男医生,unknown,unknown,2,0,0,0,1,1,2016-05-25,2016-05-25
Asmadua,nero,practicing doctor,84,2,0,800,280,31,2018-02-28,2018-12-30
kyy629,unknown,unknown,164,40,0,6,1,1,2005-03-27,2005-03-27
wangjianming,unknown,unknown,5,10,0,1,1,3,2005-04-17,2005-08-20
lijianglun,others,practicing doctor,165,0,0,61,1,10,2016-07-15,2016-09-06
梁心11,nero,practicing doctor,15,0,0,1,18,3,2015-12-14,2016-03-10
seatiger111,unknown,unknown,840,163,0,47,247,64,2004-11-23,2005-12-31
caoyongjun,unknown,unknown,16,1,0,0,1,2,2005-05-25,2005-06-04
sunyuxiaoxi,nero,practicing doctor,306,18,0,12,661,16,2006-07-07,2008-06-13
dxdlyac,unknown,unknown,1,0,0,4,1,2,2017-02-04,2017-02-04
zxlbest,nero,practicing doctor,66,6,0,2,780,15,2004-09-26,2006-11-14
headshot,unknown,unknown,15,1,0,0,76,7,2004-04-24,2004-07-08
风烨99,unknown,medical student,1,0,0,1,1,1,2018-05-25,2018-05-25
ys_me,nero,specialist,38,19,0,1,1,1,2004-11-25,2004-11-25
csw_1981_1999,nero,practicing doctor,145,30,0,3,2772,12,2005-09-11,2013-06-07
bbhx,unknown,medical student,4,0,0,69,47,2,2019-01-31,2019-03-18
humiaomiao0403,others,practicing doctor,35,0,0,31,1,1,2017-01-05,2017-01-05
andy_10001,unknown,unknown,5,0,0,0,1,1,2016-05-26,2016-05-26
医生-救人为本,others,practicing doctor,70,2,0,36,1,1,2015-12-17,2015-12-17
jdzou,unknown,unknown,0,0,0,0,3,46,2004-10-05,2010-05-01
一叶方舟,unknown,unknown,223,56,1,20,1,5,2005-06-23,2009-04-18
strokezhu,unknown,unknown,11,3,0,7,1,6,2004-09-01,2004-09-01
xbb0012,unknown,unknown,4,0,0,0,1,1,2013-11-25,2013-11-25
衣树,unknown,medical student,24,0,0,46,1,2,2018-04-18,2019-01-04
lydia1008,unknown,unknown,69,14,0,0,1,2,2006-11-15,2007-02-28
Alily3L7B,unknown,unknown,0,0,0,0,1,1,2019-03-02,2019-03-02
Hasly,nero,specialist,15,17,0,1,1,10,2003-07-17,2005-07-27
blueboy_zsu,unknown,unknown,10,0,0,2,1,1,2018-12-18,2018-12-18
壹生医学,unknown,unknown,28,0,0,313,1,1,2019-01-07,2019-01-07
ning15137856128,unknown,unknown,1,0,0,0,1,1,2017-06-15,2017-06-15
qys147258,others,practicing doctor,33,1,0,249,1,3,2017-01-05,2018-02-03
527374917f,nero,practicing doctor,81,1,0,65,1,3,2017-01-26,2017-05-02
ranjm,others,specialist,894,270,2,121,1,1,2006-01-04,2006-01-04
yy_sdalin,unknown,unknown,558,1,0,677,479,5,2016-12-22,2018-04-14
萌逼妞妞,unknown,medical student,1818,39,1,3569,3,18,2016-04-19,2019-02-20
luzi811,nero,practicing doctor,45,14,0,4,1,3,2005-04-08,2006-11-14
wike2002,nero,practicing doctor,18,1,0,4,1,6,2014-02-14,2014-05-04
eatapple93,unknown,unknown,363,52,1,17,1,2,2003-06-02,2003-06-02
云开见月明,nero,practicing doctor,411,64,1,395,1829,17,2011-06-15,2018-02-08
dxy_sowgahj6,nero,practicing doctor,1,0,0,27,49,31,2018-05-31,2019-03-15
leidickc18,unknown,unknown,27,6,0,0,15,15,2003-11-29,2004-10-14
叽叽喳喳的鸟,unknown,medical student,25,0,0,8,1,1,2016-08-27,2016-08-27
Sameul,unknown,unknown,44,1,0,2,28,17,2003-07-09,2003-08-07
恒睿一念,others,practicing doctor,100,2,0,274,43,9,2016-08-16,2016-10-30
叁刺儿,others,practicing doctor,4,0,0,0,1,2,2016-06-14,2018-08-24
zxudong,unknown,unknown,10,0,0,0,1,4,2004-11-12,2005-02-16
初出茅庐一枚大夫,others,practicing doctor,191,0,0,371,95,5,2016-12-10,2017-04-24
dgspineman,others,practicing doctor,21,0,0,5,1,2,2014-11-10,2014-11-10
xplgfgfgf,others,practicing doctor,138,19,1,15,183,61,2003-07-30,2018-02-26
sknife,unknown,unknown,2,1,0,0,1,1,2003-10-29,2003-10-29
dfsq0918,nero,practicing doctor,11,0,0,4,1,6,2016-05-11,2017-04-28
小蛮腰的蟑螂,others,practicing doctor,38,0,0,5,1,1,2014-08-17,2014-08-17
免疫荧光,unknown,unknown,58,0,0,0,25,3,2005-09-14,2005-12-22
A860493676,others,practicing doctor,101,0,0,59,705,18,2015-11-19,2018-12-11
taishan7084,nero,practicing doctor,652,44,0,110,3377,21,2007-09-04,2017-08-26
NUO22LA,others,practicing doctor,183,5,0,346,55,8,2016-06-26,2016-08-25
一嘴鸡毛,unknown,practicing doctor,789,17,0,1114,169,6,2016-01-01,2016-08-22
sdhzw,others,practicing doctor,578,142,0,76,1,1,2005-12-31,2005-12-31
游医的学生,unknown,medical student,12,0,0,106,1,2,2018-07-10,2018-10-22
zcyys,others,practicing doctor,838,70,1,62,1,2,2004-05-30,2005-06-20
w98790,others,practicing doctor,34,0,0,52,1,1,2016-06-05,2016-06-05
xiaohalon,others,practicing doctor,83,5,0,2,1,13,2003-11-14,2005-01-01
学医我怕谁,unknown,medical student,45,0,0,2,1,4,2015-03-18,2018-08-04
wildexreme,nero,practicing doctor,167,10,0,39,1,6,2006-11-06,2018-05-23
leisurecloud,unknown,unknown,3,1,0,0,1,3,2005-08-28,2005-08-28
cool127,unknown,unknown,8,0,0,0,1,2,2005-08-13,2005-08-16
赵昌通,nero,practicing doctor,25,3,0,93,498,11,2016-08-22,2018-01-01
